Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
36360359,Heute hat die Welt Geburtstag,"Christian ""Flake"" Lorenz","Lorenz, Christian ""Flake""",,"=""3103972636""","=""9783103972634""",3,4.26,S. Fischer,Hardcover,352,2017,2017,2019/03/05,2019/02/17,"2019, audible, audiobook","2019 (#10), audible (#40), audiobook (#100)",read,"Heute hat die Welt Geburtstag bietet einen schönen Einblick in die Anfänge und Touren vom Rammstein sowie in die Gedankenwelt von Falke, dem Keyboarder von Rammstein.",,,1,,,0,,,,,
43923530,Zur rechten Zeit: Wider die Rückkehr des Nationalismus,Norbert Frei,"Frei, Norbert","Franka Maubach, Christina Morina, Maik Tändler","=""3550200153""","=""9783550200151""",0,3.92,Ullstein Hardcover,Hardcover,256,2019,2019,,2019/02/28,to-read,to-read (#514),to-read,,,,0,,,0,,,,,
21032488,"The Doors of Stone (The Kingkiller Chronicle, #3)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0575081449""","=""9780575081444""",0,3.63,Gollancz,Hardcover,896,,,,2019/02/26,to-read,to-read (#513),to-read,,,,0,,,0,,,,,
21535271,"The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)",Patrick Rothfuss,"Rothfuss, Patrick",Nate  Taylor,"=""0756410436""","=""9780756410438""",0,3.89,DAW Books,Hardcover,159,2014,2014,,2019/02/26,to-read,to-read (#512),to-read,,,,0,,,0,,,,,
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756404738""","=""9780756404734""",0,4.53,DAW Books,Hardcover,994,2011,2011,,2019/02/26,to-read,to-read (#511),to-read,,,,0,,,0,,,,,
33600,Shantaram,Gregory David Roberts,"Roberts, Gregory David",,"=""192076920X""","=""9781920769208""",0,4.23,Scribe,Paperback,936,2004,2003,,2019/02/22,"to-read, audible, audiobook","to-read (#509), audible (#39), audiobook (#99)",to-read,,,,0,,,0,,,,,
25197440,Der Tastenficker - An was ich mich so erinnern kann,"Christian ""Flake"" Lorenz","Lorenz, Christian ""Flake""",,"=""3862654397""","=""9783862654390""",0,3.92,Schwarzkopf & Schwarzkopf,,392,2015,2015,,2019/02/17,to-read,to-read (#508),to-read,,,,0,,,0,,,,,
23314913,Untreue,Paulo Coelho,"Coelho, Paulo",,"=""""","=""""",1,3.07,Sant Jordi ASociados,Hardcover,320,2014,2012,2019/02/17,2019/02/10,,,read,Eine nervende Geschichte über eine Frau Anfang 30 die alles im Leben hat und innerlich einfach nur kaputt ist.,,,1,,,0,,,,,
18926289,The Greyskull LP,John Sheaffer,"Sheaffer, John",,"=""""","=""""",3,3.83,Villain Publishing,Kindle Edition,140,2012,2012,2019/02/12,2017/10/07,"ebook, 2019, english","ebook (#1), 2019 (#4), english (#25)",read,Als großer Fan des Phrack Greyskull LP war das Buch eine Pflichtlektüre. Das Buch beinhaltet einige Hintergründe zum ursprünglichen Programm (leider ohne wissenschaftliche oder anderweitige Belege) sowie zahlreiche Varianten.,,,1,,,0,,,,,
19680210,SWOLE: The Greyskull Growth Principles,John Sheaffer,"Sheaffer, John",,"=""0615679587""","=""9780615679587""",0,2.93,VIllain Publishing,Paperback,80,2012,2012,,2019/02/11,to-read,to-read (#507),to-read,,,,0,,,0,,,,,
17910155,The Time Traveler's Almanac,Ann VanderMeer,"VanderMeer, Ann",Jeff VanderMeer,"=""0765374242""","=""9780765374240""",0,3.85,Tor Books,Paperback,948,2014,2013,,2019/02/01,to-read,to-read (#506),to-read,,,,0,,,0,,,,,
1333411,Frühstück bei Tiffany,Truman Capote,"Capote, Truman",Heidi Zerning,"=""3866155018""","=""9783866155015""",2,3.87,Süddeutsche Zeitung,Hardcover,108,2007,1958,2019/01/29,2019/01/14,"2019, book","2019 (#8), book (#191)",read,"Die Hauptfigur Holly Golightly war vermutlich aus damaliger Sicht etwas besonderes. Wusste Sie um Ihr Ausstrahlung auf Männer und hat diese genutzt um sich durchs Leben zu schlagen. Die Geschichte wird aus der Sicht der Männer, besonders ihres Nachbarn, geschrieben. Diese verhalten sich wie der Prototyp eines netten Kerls. Ein Schauspiel das nur mässig unterhaltsam ist.",,,1,,,0,,,,,
28936244,Radware's DDoS Handbook: The Ultimate Guide to Everything You Need to Know about DDoS Attacks,Radware,"Radware, Radware",,"=""""","=""""",2,2.00,Radware,Kindle Edition,,2016,,2019/01/27,2019/01/25,"2019, book, english","2019 (#9), book (#192), english (#24)",read,"Das Buch bildet natürlich nicht mehr den aktuellen Stand ab und geht in einigen Fällen nicht in die Tiefe. Auf Grund der gerade einmal 50 Seiten ist dies sicherlich auch kaum möglich. Hätten die Autoren sich an einigen Stellen nicht wiederholt, hätte man hier noch etwas mehr Informationen eintragen können. Das Kapitel über das Leben eines Admins hat null Gehalt. Das Kapitel über Lösungsmöglichkeiten ist auch stark verbesserungswürdig. Schade",,,1,,,0,,,,,
9718,Die unerträgliche Leichtigkeit des Seins,Milan Kundera,"Kundera, Milan",Susanna Roth,"=""""","=""""",3,4.10,Fischer,Paperback,304,1987,1984,2019/01/25,2017/02/13,"book, 2019","book (#184), 2019 (#6)",read,"Bin auf Milan Kundera durch die Kurzgeschichten von Michael Nast gestoßen und hatte eine andere Erwartung war Sprache, Geschwindigkeit und Handlung anbelangt. Letztlich wurde die am Anfang noch so verworrene Geschichte gegen Ende klar. Die politischen Hintergründe haben mir gut gefallen und wie der Autor diese mit den einzelnen Figuren verwoben hat.<br/>Die folgende Aussage nehme ich für mich gerne mit: ""Die menschliche Zeit dreht sich nicht im Kreis, sie verläuft auf einer Geraden. Das ist der Grund, warum der Mensch nicht glücklich sein kann. denn Glück ist der Wunsch nach Wiederholung.""",,,1,,,0,,,,,
17666174,Neustart im Kopf - Wie sich das Gehirn selbst repariert,Norman Doidge,"Doidge, Norman",,"=""3593385341""","=""9783593385341""",4,4.17, Campus Verlag,,378,2008,2007,2019/01/21,2018/12/27,"audiobook, 2019, audible","audiobook (#95), 2019 (#2), audible (#2)",read,"Habe das Hörbuch gekauft ohne zu Wissen was mich erwartet, ein klassischer Cover Kauf.<br/>War von Anfang an sehr gefesselt von den aktuellen Erkenntnissen der Hirnforschung und fand das Buch recht unterhaltsam. Einzig mehr praktische Beispiele für Jedermann, um seine kognitive Leistung im Alltag zu steigern, hätte ich mir gewünscht.",,,1,,,0,,,,,
39406627,36 Fragen an dich: Roman,Vicki Grant,"Grant, Vicki",Astrid Finke,"=""""","=""""",0,3.54,Heyne Verlag,Kindle Edition,337,2018,2017,,2019/01/07,to-read,to-read (#505),to-read,,,,0,,,0,,,,,
14618212,Roman in Fragen,Padgett Powell,"Powell, Padgett",Harry Rowohlt,"=""""","=""9783827010520""",0,3.64,Berlin Verlag,Hardcover,190,2012,2009,,2019/01/07,to-read,to-read (#504),to-read,,,,0,,,0,,,,,
26769619,"Trainieren wie im Knast: Der progressive Ganzkörperplan für Muskeln, Kraft und einen eisernen Willen","Paul ""Coach"" Wade","Wade, Paul ""Coach""",,"=""""","=""""",1,4.18,Riva,Kindle Edition,320,2015,2010,2017/06/19,2017/06/12,"2017, book","2017 (#38), book (#153)",read,"Was für ein Crap. Okay das der Titel im Deutschen Mist ist, sieht der Verlag ein. Aber inhaltlich sehr schwach. Viel Blabla und etliche Wiederholungen, bei denen alles was dem Konzept entgegensteht schlecht geredet wird und auf Basis von Historie Catheltics Übungen als das einzig ware gepriesen werden. Im letzten Kapitel dann ein Pseudo Trainingsplan, nach dem ebenfalls lächerlichen Aufwärmprogramm. Und das obowlhim gleichen Verlag auch die Mark Lauren – Fit ohne Geräte Reieh vertrieben wird.",,,1,,,0,,,,,
25308003,Ehrliche Verführung: Flirten & Sex ohne Maschen & Tricks - Flirten und verlieben für Männer,Florian Höper,"Höper, Florian",,"=""""","=""""",1,3.33,bookshake Publishing,Kindle Edition,186,2015,2015,2018/10/11,2018/08/03,"2018, book, ebook","2018 (#37), book (#180), ebook (#4)",read,"Habe das Buch kostenlos als Ebook via amazon erhalten. Es ist nicht das erste Buch dieser Art, welches ich lese, aber defintiv eines der schlechtesten.<br/><br/>Der Beginn des Buchs liest sich wie die meisten Pseudo Ratgeber, Life Coach Blogs oder PUA Ratschläge. Der Autor glaubt von sich er sei der Beste, denn nur er hat die Weisheit gefunden und auf Seiten gebannt.  Natürlich darf nicht unerwähnt bleiben, dass der Autor der größte Stecher ist, denn laut seiner Aussage hat er halb Berlin flach gelegt. Aber damit man sich mit ihm identifiziert, kommt wenig später natürlich der Satz darüber dass er selbst früher schüchtern war. Ach und alle anderen Ratgeber/Coachs können nichts. Soweit nichts neues, gleiches Programm wie bei allen anderen ""Coachs"" in diesem Bereich.<br/><br/>Seine umgangssprachlichen Formulierungen sind das erste Manko. Der Schreibstil ähnelt einem Kind, welches einem etwas erzählen möchte. Oder jemandem der etwas vorträgt. <br/><br/>Die ersten 25 Seiten kann man mit dem Ratsschlag abkürzen: Do it<br/>Auf den Folgeseiten wird über Online Dating gehated, fine for me, bringt einem aber auch keine neuen Erkenntnisse.<br/><br/>Zweiter nicht neuer Tipp: Nicht durch Essen, Dope, porn, zocken ablenken lassen, Fokus auf Dich selbst<br/><br/>Seine steile These ""Angst vorm Flirten kommt von System 1"" (Kahnemann) bzw. nach dem Autor durch soziale Konditionierung (wobei er teilweise eher Prägung meint)<br/>Danach wieder viel Bla Bla, erste Soziale Konditionierung laut dem Autor die Monogame Beziehung. Aber ich muss keine offene Beziehung testen um zu wissen dass für mich die monogame Beziehung richtig ist.<br/>Hier wird monogame Beziehung und unglückliche Ehe gleichgesetzt.<br/>Danach folgen Floskeln über bestimmte Typen von Frauen trifft man nur an bestimmten Orten. Ladies in Sneaker z.B. nicht in Museen. Direkt darauf folgt der komplette Widerspruch und man solle sich nicht auf bestimmte Orte beschränken.<br/>Das Buch ist bis zu diesem Zeitpunkt eine große Zeitverschwendung.<br/>Selbst für die armen Kerlen die wirklich viel Ratschläge gebrauchen können, sollte hier wenig dabei sein. Vielleicht hilft das Buch 14-jährigen?<br/>Wem sonst bringt die Information dass der Autor Veganer ist, in Verbindung mit dem eigentlichen Thema, irgendetwas?<br/><br/>Am Ende kann ich nur sagen ""Wow ich habe es geschafft und diesen Mist bis zu Ende gelesen"". Ein wirklicher Krampf, enthält dieses Buch doch letztlich keinerlei Mehrwert und ist eine reine Zeitverschwendung. Der Autor ist sich dessen vermutlich bewusst und unterstellt allen Kritikern dass sie sich nicht ändern wollen. Ja so kann man sich es auch einfach machen. Aber in Zeiten von Fake News und Trump ist alles Möglich.<br/><br/>Kurzer Wrap Up:<br/>Seite 88 beschäftigt sich erneut eine ganze Seite damit, dass dieses Buch aus einer hetro Sicht geschrieben wurde, weil bla bla (juckt niemanden). Aber letztlich sind die inhaltslosen Floskeln so allgemein gehalten, dass vollkommen egal ist ob der Autor auf Hunde, Katzen oder Kaninchen steht.<br/><br/>Zwischen dem Geschwafel darf natürlich nicht die Werbung fehlen. Oh nein Sir. Immer wieder wirbt der Autor für seine Flirt Academy. OMFG, wenn die genauso nutzlos ist wie dieses Buch (und da bin ich mir zu 100% sicher) na dann gute Nacht.<br/><br/>Die fünf ""Säulen"" mit denen alles gut werden soll lauten: Eigeninitiative, Ehrlichkeit, Selbstwert, Liebe und Freiheit. Und als wären die nachfolgenden zehn!!! Seiten nicht ausreichend um diese allgemein bekannten Begriffe zu definieren, wird anschließend jeder einzelnen ""Eigenschaft"" ein eigenes Kapitel gewidmet.<br/><br/>Angeblich geht es in Kapitel 5 endlich ans eingemachte. Das wäre schön, schließlich ist mehr als die Hälfte es Buchs rum und noch keine brauchbare Erkenntnis zu sehen.<br/><br/>Liebe setzt Florian Höper mit sexuelle(r/n) Phantasien gleich.<br/>Hass = sich gehen lassen, wtf für ein Mist<br/><br/>Weitere Seiten werden verschwendet in dem es um eine Begegnung in Amsterdam und den hieraus resultierenden Brief von einem Mädel gibt.<br/>Dieser angeblicher Brief auf englisch ist eine ständige Wiederholung und folgt dabei rein zufällig dem ""lebe im hier und jetzt"" Mantra der Buchs.<br/><br/>Das Buch wirkt an vielen Stellen ideenlos und künstlich aufgebläht und das obwohl es so wenige Seiten und große Schrift hat.<br/><br/>Auch scheint es dass sich der Autor bei Leuten wir Erich Fromm, Eckart Tolle und vielen weiteren bedient hat. Das ist sicherlich nicht verwerflich. Das ganze dann aber als den neuen, heißen Scheiß zu verkaufen, schon arg schwach.<br/><br/>Das letztes Kapitel handelt über Freiheit. Im Grund wieder viel Blabla über den Autor und Gefangenschaft im wahren und übertragenen Sinn. Ein Zitat googlen fertig.<br/><br/>TLDR:<br/>Habe das Buch kostenlos als Ebook via amazon erhalten und mich durchgequält.<br/>Er war ein teenage dirtbag just like you, aber hey mit diesem Buch wird alles anders.<br/>Der Schreibstil ist fast genauso schlecht wie der ""Inhalt""<br/>Kauft Euch ein anderes Buch!!!111elfelfelf",,,1,,,0,,,,,
40809965,P - Trauriges Reisen (fineBooks),Jochen Schliemann,"Schliemann, Jochen",Alexander Broicher,"=""""","=""""",0,4.20,fine Books Verlag Alexander Broicher,Kindle Edition,232,2018,,,2019/01/03,to-read,to-read (#502),to-read,,,,0,,,0,,,,,
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,"=""""","=""""",0,4.50,Balzer + Bray,Hardcover,444,2017,2017,,2017/12/06,"to-read, audible","to-read (#338), audible (#37)",to-read,,,,0,,,0,,,,,
15195,The Complete Maus,Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",0,4.51,Penguin Books,Paperback,296,2003,1994,,2017/11/19,"to-read, wunschliste","to-read (#330), wunschliste (#13)",to-read,,,,0,,,0,,,,,
9522071,Durch Zeit und Raum,Madeleine L'Engle,"L'Engle, Madeleine",,"=""3522160304""","=""9783522160308""",0,4.07,Thienemann,,,1985,1978,,2017/12/05,"to-read, wunschliste","to-read (#332), wunschliste (#12)",to-read,,,,0,,,0,,,,,
35152582,Wo noch Licht brennt,Selim Özdogan,"Özdogan, Selim",,"=""""","=""9783709972991""",0,4.35,Haymon Verlag,Hardcover,344,2017,2017,,2017/10/17,"to-read, wunschliste","to-read (#315), wunschliste (#11)",to-read,,,,0,,,0,,,,,
28510950,"Wieso Heimat, ich wohne zur Miete",Selim Özdogan,"Özdogan, Selim",,"=""3709972388""","=""9783709972380""",0,3.56,Haymon Verlag,Hardcover,245,2016,,,2017/10/17,"to-read, wunschliste","to-read (#314), wunschliste (#10)",to-read,,,,0,,,0,,,,,
28074313,Fitness,Stefanie Sargnagel,"Sargnagel, Stefanie",,"=""""","=""""",0,4.11,redelsteiner dahimène edition,Kindle Edition,265,2015,,,2017/10/03,"to-read, wunschliste","to-read (#303), wunschliste (#9)",to-read,,,,0,,,0,,,,,
28443415,The Do-It-Yourself Guide to Fighting the Big Motherfuckin' Sad,Adam Gnade,"Gnade, Adam",,"=""1939899214""","=""""",0,4.25,Pioneers Press,Paperback,,2013,2013,,2017/08/27,"to-read, wunschliste","to-read (#296), wunschliste (#8)",to-read,,,,0,,,0,,,,,
10630317,"Das Glücksprojekt. Wie ich (fast) alles versucht habe, der glücklichste Mensch der Welt zu werden",Alexandra Reinwarth,"Reinwarth, Alexandra",,"=""3868822054""","=""9783868822052""",0,3.88,mvg,Paperback,250,2010,2010,,2017/08/20,to-read,to-read (#294),to-read,,,,0,,,0,,,,,
38501,Ham on Rye,Charles Bukowski,"Bukowski, Charles",,"=""006117758X""","=""9780061177583""",0,4.14,Ecco,Paperback,288,2014,1982,,2017/08/19,to-read,to-read (#290),to-read,,,,0,,,0,,,,,
34949400,Öv Aeöv Eueij: Fast 21 beknackte Romane in großer Schrift,Fynn Kliemann,"Kliemann, Fynn",,"=""3000556176""","=""9783000556173""",0,3.67,Fynn Kliemann,Paperback,132,2017,,,2017/06/19,"to-read, wunschliste","to-read (#286), wunschliste (#7)",to-read,,,,0,,,0,,,,,
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",0,4.27,St. Martin's Press,Paperback,264,2004,1939,,2017/05/08,to-read,to-read (#257),to-read,,,,0,,,0,,,,,
1159848,Mein Leben,Marcel Reich-Ranicki,"Reich-Ranicki, Marcel",,"=""3423128305""","=""9783423128308""",0,4.32,Deutscher Taschenbuch Verlag GmbH & Co. KG,Paperback,565,2000,1999,,2017/03/25,to-read,to-read (#235),to-read,,,,0,,,0,,,,,
1496429,Tod eines Kritikers,Martin Walser,"Walser, Martin",,"=""3518413783""","=""9783518413784""",0,2.64,Suhrkamp Verlag,Hardcover,220,2002,2002,,2017/02/02,to-read,to-read (#209),to-read,,,,0,,,0,,,,,
245,Henry Miller on Writing,Henry Miller,"Miller, Henry",Thomas H. Moore,"=""0811201120""","=""9780811201124""",0,4.23,New Directions Publishing,Paperback,217,1964,1964,,2017/01/25,"to-read, wunschliste","to-read (#205), wunschliste (#6)",to-read,,,,0,,,0,,,,,
4031,Lunar Park,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0375727272""","=""9780375727276""",0,3.67,Vintage,Paperback,404,2006,2005,,2016/12/18,"to-read, wunschliste","to-read (#196), wunschliste (#5)",to-read,,,,0,,,0,,,,,
9914,The Informers,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0330339184""","=""9780330339186""",0,3.37,MacMillan,Paperback,240,2000,1994,,2016/12/18,to-read,to-read (#197),to-read,,,,0,,,0,,,,,
9915,Less Than Zero,Bret Easton Ellis,"Ellis, Bret Easton",,"=""""","=""""",0,3.58,Vintage Books,Paperback,208,2010,1985,,2016/12/18,"to-read, wunschliste","to-read (#194), wunschliste (#4)",to-read,,,,0,,,0,,,,,
9912,The Rules of Attraction,Bret Easton Ellis,"Ellis, Bret Easton",,"=""067978148X""","=""9780679781486""",0,3.72,Vintage Contemporaries,Paperback,283,1998,1987,,2016/12/18,to-read,to-read (#195),to-read,,,,0,,,0,,,,,
26828169,The Neapolitan Novels,Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",0,4.58,Europa Editions,Kindle Edition,1705,2015,2015,,2016/10/04,"to-read, wunschliste","to-read (#185), wunschliste (#3)",to-read,,,,0,,,0,,,,,
11488164,Karneval der Tiere,Roger Willemsen,"Willemsen, Roger",Volker Kriegel,"=""3821809477""","=""9783821809472""",0,3.75,Eichborn Verlag Ag,Hardcover,56,2003,2003,,2016/02/09,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
612247,"Der Selbstmord. Briefe, Manifeste, Literarische Texte",Roger Willemsen,"Willemsen, Roger",,"=""3462031694""","=""9783462031690""",0,3.46,Kiepenheuer & Witsch,Paperback,365,2002,2002,,2016/02/09,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
2366101,Unverkäufliche Muster,Roger Willemsen,"Willemsen, Roger",,"=""3596167337""","=""9783596167333""",0,3.14,Fischer-Taschenbuch-Verlag,Paperback,497,2005,2005,,2016/02/09,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
1448205,Gute Tage. Begegnungen mit Menschen und Orten,Roger Willemsen,"Willemsen, Roger",,"=""3100921003""","=""9783100921000""",0,3.97,S. Fischer,Hardcover,300,2004,2004,,2016/02/09,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
2366102,Kleine Lichter,Roger Willemsen,"Willemsen, Roger",,"=""3596510279""","=""9783596510276""",0,3.43,Fischer-Taschenbuch-Verlag,Hardcover,239,2007,2005,,2016/02/09,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
19186160,Das Hohe Haus. Ein Jahr im Parlament,Roger Willemsen,"Willemsen, Roger",,"=""3100921097""","=""9783100921093""",0,3.92,S. Fischer,Hardcover,400,2014,2014,,2016/02/09,to-read,to-read (#94),to-read,,,,0,,,0,,,,,
9336262,Die Enden der Welt,Roger Willemsen,"Willemsen, Roger",,"=""3100921046""","=""9783100921048""",0,3.71,S. Fischer,Hardcover,544,2010,2010,,2016/02/09,to-read,to-read (#90),to-read,,,,0,,,0,,,,,
557926,Deutschlandreise,Roger Willemsen,"Willemsen, Roger",,"=""3821807180""","=""9783821807188""",0,3.26,Eichborn,Hardcover,206,2002,2002,,2016/02/09,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
16104711,Momentum,Roger Willemsen,"Willemsen, Roger",,"=""""","=""9783100921079""",0,3.85,Fischer S. Verlag GmbH,Hardcover,320,2012,2012,,2016/02/09,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
5053155,Der Knacks,Roger Willemsen,"Willemsen, Roger",,"=""3100921054""","=""9783100921055""",0,3.73,S. Fischer,Hardcover,295,2010,2009,,2016/02/09,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
