Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
41812535,Der Junge muss an die frische Luft: Meine Kindheit und ich,Hape Kerkeling,"Kerkeling, Hape",,"=""""","=""""",5,4.14,HörbucHHamburg HHV GmbH,Audible Audio,7,2014,2014,2019/01/08,2019/01/03,"2019, audible, audiobook, favorites","2019 (#7), audible (#38), audiobook (#98), favorites (#52)",read,"Ein sehr unterhaltsames Hörbuch, obwohl Hapes Jugend sicher nicht die leichteste war. Besonders gut hat mir die Stelle gefallen, in der Er von seinem ersten Erlebnis mit dem Farbfernseher seiner Tante berichtet und der Besuch vom Amt bei dem seine Großeltern vorgaukeln müssen, dass sie noch top fit sind.  Freue mich schon auf den Film",,,1,,,0,,,,,
53046130,Realitätsschock: Zehn Lehren aus der Gegenwart,Sascha Lobo,"Lobo, Sascha",,"=""3462053221""","=""""",5,4.17,Kiepenheuer & Witsch,Kindle Edition,368,2019,,2019/11/25,2019/11/10,"2019, audible, audiobook, favorites","2019 (#42), audible (#63), audiobook (#123), favorites (#51)",read,,,,1,,,0,,,,,
7717531,Getting Naked: A Business Fable about Shedding the Three Fears That Sabotage Client Loyalty,Patrick Lencioni,"Lencioni, Patrick",,"=""0470597607""","=""9780470597606""",5,4.13,Jossey-Bass,ebook,240,2009,2002,2019/12/24,2019/11/25,"2019, audible, audiobook, consulting, favorites","2019 (#44), audible (#64), audiobook (#124), consulting (#1), favorites (#50)",read,,,,1,,,0,,,,,
4442255,"Der Name des Windes (Die Königsmörder-Chronik, #1)",Patrick Rothfuss,"Rothfuss, Patrick",Jochen Schwarzer,"=""360893815X""","=""9783608938159""",0,4.51,Klett-Cotta,Hardcover,863,2008,2007,,2019/02/26,to-read,to-read (#510),to-read,,,,0,,,0,,,,,
40708803,Frisch hapeziert: Die Kolumnen,Hape Kerkeling,"Kerkeling, Hape",,"=""""","=""""",3,3.49,Piper ebooks,Kindle Edition,176,2018,,2020/04/30,2020/04/29,"audiobook, 2020","audiobook (#141), 2020 (#52)",read,"Hape  ist der Beste, sagt übrigens auch seine zweitbeste Freundin Gudrun.",,,1,,,0,,,,,
7815744,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,Dan Ariely,"Ariely, Dan",,"=""0061995037""","=""9780061995033""",4,4.02,Harper,Hardcover,334,2010,2010,2020/10/22,2017/03/15,"audiobook, audible, 2020, english","audiobook (#36), audible (#4), 2020 (#48), english (#37)",read,"Endlich habe ich mir die Zeit genommen dieses wunderbare zweite Werk von Dan Ariely zu hören.<br/>Im Gegensatz zu ""The Honest Truth About Dishonesty"" (Die halbe Wahrheit ist die beste Lüge: Wie wir andere täuschen – und uns selbst am meisten) sind die hier erwähnten Forschungen nicht schon Bestandteil seines ersten Buchs gewesen. Zudem sind die Themen teilweise auch wieder sehr persönlich. Einzig eine Zusammenfassung fehlt dem ganzen noch.",,,1,,,0,,,,,
13453754,Ana Karênina,Leo Tolstoy,"Tolstoy, Leo",Mirtes Ugeda,"=""8513010979""","=""9788513010976""",0,4.06,Nova Cultural,Hardcover,654,2003,1877,,2020/04/08,to-read,to-read (#697),to-read,,,,0,,,0,,,,,
53999479,Das Buch eines Sommers,Bas Kast,"Kast, Bas",,"=""3257071507""","=""9783257071504""",0,3.57,Diogenes,Hardcover,240,2020,2020,,2020/10/21,to-read,to-read (#846),to-read,,,,0,,,0,,,,,
14888727,"Ich weiß nicht, was ich wollen soll",Bas Kast,"Kast, Bas",,"=""""","=""9783100383037""",0,3.85,S. Fischer,Hardcover,284,2012,2012,,2020/10/21,to-read,to-read (#845),to-read,,,,0,,,0,,,,,
55563281,Die Macht der Clans: Arabische Großfamilien und ihre kriminellen Imperien - Ein SPIEGEL-Buch,Thomas Heise,"Heise, Thomas",,"=""""","=""9783421048707""",0,4.02,Deutsche Verlags-Anstalt ,Hardcover,352,2020,,,2020/10/19,to-read,to-read (#843),to-read,,,,0,,,0,,,,,
49864151,Der Gesang der Flusskrebse,Delia Owens,"Owens, Delia","Ulrike Wasel, Klaus Timmermann","=""""","=""""",0,4.46,hanserblau,Kindle Edition,464,2019,2018,,2020/10/16,to-read,to-read (#842),to-read,,,,0,,,0,,,,,
10625619,Heimstraße 52,Selim Özdogan,"Özdogan, Selim",,"=""3351033370""","=""9783351033378""",1,3.66,Aufbau Verlag,Hardcover,302,2011,2011,,2012/08/02,"abgebrochen, book, 2014","abgebrochen (#4), book (#162), 2014 (#11)",read,,,,1,,,0,,,,,
55531070,Dry Aged: Wie Mann ab 40 die Weichen neu stellt,Susanne Lübben,"Lübben, Susanne",,"=""""","=""""",1,1.50,,Kindle Edition,,2020,,2020/10/15,2020/10/14,"2020, book, abgebrochen","2020 (#49), book (#221), abgebrochen (#16)",read,"Bin auf das Buch durch einen Artikel in der NZZ aufmerksam geworden, welcher das Thema vielversprechend anteaserte. Allerdings wie bei so vielen Coaching Büchern ist meiner Meinung nach alles heiße Luft. Zwar sind die Ziele der Autorin (kein Optimierungswahn, Beibehaltung männlicher Merkmale) positiv hervorzuheben, aber das darauf folgende stereotype Geschwafel ist die Seiten nicht wert.<br/>In Dauerschleife wird Björn Süffke zitiert, was mich fragen lässt warum ich nicht gleich diesen lesen anstelle so schwache Sekundärliteratur. Das übliche Namedropping von Harvard Studien darf natürlich auch nicht fehlen (warum ist so vielen Autor*innen das so wichtig und nicht in welchem Peer Review Magazin das ganze veröffentlich wurde?)<br/>Viel Zeit wird über die Ereignisse der Jugend schwadroniert, dabei löst für mich als nur zwei Jahre nach Ihrer Kohorte geborener nichts von Erinnerungen wach.<br/>Männer sollen die Schuld nicht bei anderen Suchen, schreibt die Autorin um dann auf der nächsten Seite ein Beispiel anzuführen, bei dem die Chefs die Schuld für das Versagen von Herrn Vogel, dem Teilnehmer ihres Coachings, tragen.<br/>Sicherlich ist gerade bei den 40 vielleicht aber auch erst 45-50+ Männern sehr häufig ein überholtes Rollenbild vorhanden. Viel wird von der Autorin hinzugedichtet oder überspitzt. Meiner Meinung nach ist dieses Buch in sehr sehr kurzer Zeit überholt, da in den jüngeren Generationen die Ausprägungen zum Glück weit seltener und die Gesellschaft deutlich offener ist.",,,1,,,0,,,,,
16031603,Der Klang der Blicke,Selim Özdogan,"Özdogan, Selim",,"=""""","=""9783709970003""",4,4.40,Haymon ,Paperback,260,2012,2012,2020/10/14,2013/06/17,"2020, book","2020 (#33), book (#216)",read,"So viele unglaublich gute Kurzgeschichten, danke Selim.",,,1,,,0,,,,,
1487623,Os Cus de Judas,António Lobo Antunes,"Antunes, António Lobo",,"=""972202759X""","=""""",0,3.97,Publicações Dom Quixote,Paperback,200,2004,1979,,2020/10/11,to-read,to-read (#840),to-read,,,,0,,,0,,,,,
6908250,Uma Longa Viagem com António Lobo Antunes,João Céu e Silva,"Silva, João Céu e",,"=""""","=""9789720040701""",0,4.15,Porto Editora,Paperback,496,2009,2009,,2020/10/11,to-read,to-read (#838),to-read,,,,0,,,0,,,,,
71586,Conversaciones con Antonio Lobo Antunes/ Conversations with Antonio Lobo Antunes,Maria Blanco Lledo,"Lledo, Maria Blanco",António Lobo Antunes,"=""8497936868""","=""9788497936866""",0,4.00,,Paperback,225,2005,2002,,2020/10/11,to-read,to-read (#839),to-read,,,,0,,,0,,,,,
15923095,Fotobiografia de António Lobo Antunes,Tereza Coelho,"Coelho, Tereza",,"=""""","=""9789722027618""",0,4.27,Dom Quixote,Hardcover,232,2004,2004,,2020/10/11,to-read,to-read (#837),to-read,,,,0,,,0,,,,,
28529083,conversas com antónio lobo antunes,Maria Luisa Blanco,"Blanco, Maria Luisa",,"=""""","=""""",0,4.10,Dom Quixote,,,,,,2020/10/11,to-read,to-read (#836),to-read,,,,0,,,0,,,,,
6991415,Die Kosmonauten,Richard David Precht,"Precht, Richard David",,"=""3442472210""","=""9783442472215""",0,3.30,Goldmann,Paperback,414,2009,2003,,2020/10/11,to-read,to-read (#835),to-read,,,,0,,,0,,,,,
19026282,Die halbe Wahrheit ist die beste Lüge: Wie wir andere täuschen - und uns selbst am meisten,Dan Ariely,"Ariely, Dan","Maria Zybak, Gabriele Gockel, Sonja Schuhmacher","=""""","=""""",4,3.94,Knaur eBook,Kindle Edition,320,2012,2012,2020/10/11,2020/10/09,"2020, audible, erneut-gelesen","2020 (#46), audible (#81), erneut-gelesen (#16)",read,Viele Experimente schon aus den vorangegangenen Büchern bekannt. Liest sich schnell in einem durch. Gute Erklärung der Unehrlichkeit und Lösungsansätze.,,,1,,,0,,,,,
20613582,10:04,Ben Lerner,"Lerner, Ben",,"=""0865478104""","=""9780865478107""",0,3.75,"Farrar, Straus and Giroux",Hardcover,256,2014,2014,,2020/10/09,to-read,to-read (#834),to-read,,,,0,,,0,,,,,
11100788,Leaving the Atocha Station,Ben Lerner,"Lerner, Ben",,"=""1566892740""","=""9781566892742""",0,3.79,Coffee House Press,Paperback,181,2011,2011,,2020/10/09,to-read,to-read (#833),to-read,,,,0,,,0,,,,,
53970472,Die Topeka Schule,Ben Lerner,"Lerner, Ben",,"=""""","=""9783518429495""",0,3.50,Suhrkamp Verlag,Hardcover,395,2020,2019,,2020/10/09,to-read,to-read (#832),to-read,,,,0,,,0,,,,,
39299341,Einfach entrümpeln: Haushalt und Leben aufräumen und ordnen (Ratgeber für ein besseres Leben),Patrick Fonger,"Fonger, Patrick",,"=""""","=""""",1,2.67,,Kindle Edition,,2018,,2020/10/08,2020/10/07,"2020, audiobook","2020 (#45), audiobook (#156)",read,"Keine neuen Erkenntnisse. Buch ohne wirklichen Mehrwert, zwischendrin wird dann auch noch eine kurze Empfehlung des umstrittenen Esoquatsch Feng Shui.",,,1,,,0,,,,,
52642153,"Agentterrorist. Eine Geschichte über Freiheit und Freundschaft, Demokratie und Nichtsodemokratie",Deniz Yücel,"Yücel, Deniz",,"=""3462052780""","=""9783462052787""",4,4.17,Kiepenheuer&Witsch,Hardcover,400,2019,,2020/10/07,2020/09/27,"2020, audiobook, audible","2020 (#43), audiobook (#154), audible (#80)",read,"""Beste Buch wo gibt!"" Trotz der ernsten Umstände hat das Buch viele sehr unterhaltsame Passagen. Darüber hinaus ist die detailtiefe des Buchs bemerkenswert.",,,1,,,0,,,,,
36135707,How to Find Love,The School of Life,"Life, The School of",,"=""""","=""""",0,4.13,The School of Life Press,Kindle Edition,96,2017,2017,,2020/10/07,to-read,to-read (#831),to-read,,,,0,,,0,,,,,
35114247,On Being Nice,The School of Life,"Life, The School of",,"=""""","=""""",0,3.97,The School of Life Press,Kindle Edition,124,2017,2017,,2020/10/07,to-read,to-read (#830),to-read,,,,0,,,0,,,,,
50921772,How to Overcome Your Childhood,The School of Life,"Life, The School of",,"=""""","=""""",0,4.17,The School of Life Press,Kindle Edition,91,2019,2019,,2020/10/07,to-read,to-read (#829),to-read,,,,0,,,0,,,,,
32948146,Small Pleasures,The School of Life,"Life, The School of",,"=""""","=""""",0,4.09,The School of Life Press,Kindle Edition,222,2016,,,2020/10/07,to-read,to-read (#828),to-read,,,,0,,,0,,,,,
30813429,Great Thinkers: Simple Tools from 60 Great Thinkers to Improve Your Life Today,The School of Life,"Life, The School of",,"=""""","=""""",0,4.40,,,,,,,2020/10/07,to-read,to-read (#827),to-read,,,,0,,,0,,,,,
42195298,The Meaning of Life,The School of Life,"Life, The School of",,"=""0995753547""","=""9780995753549""",0,3.91,School of Life,Hardcover,136,2020,,,2020/10/07,to-read,to-read (#826),to-read,,,,0,,,0,,,,,
37533013,Self-Knowledge,The School of Life,"Life, The School of",,"=""0995753504""","=""9780995753501""",0,3.95,The School of Life,Hardcover,93,2018,2018,,2020/10/07,to-read,to-read (#825),to-read,,,,0,,,0,,,,,
32486577,"Calm: Educate Yourself in the Art of Remaining Calm, and Learn how to Defend Yourself from Panic and Fury",The School of Life,"Life, The School of",,"=""""","=""""",0,4.12,The School of Life,Kindle Edition,110,2016,2016,,2020/10/07,to-read,to-read (#824),to-read,,,,0,,,0,,,,,
34331071,A Job to Love,The School of Life,"Life, The School of",,"=""""","=""""",0,4.07,The School of Life,Kindle Edition,142,2017,2017,,2020/10/07,to-read,to-read (#823),to-read,,,,0,,,0,,,,,
35890182,On Confidence,The School of Life,"Life, The School of",,"=""""","=""""",0,4.04,The School of Life Press,Kindle Edition,60,2017,2017,,2020/10/07,to-read,to-read (#822),to-read,,,,0,,,0,,,,,
33299065,Relationships,The School of Life,"Life, The School of",,"=""""","=""""",0,4.24,The School of Life,Kindle Edition,93,2016,2016,,2020/10/07,to-read,to-read (#821),to-read,,,,0,,,0,,,,,
32919830,"Entscheide selbst, wie alt du bist: Was die Forschung über das Jungbleiben weiß",Sven Voelpel,"Voelpel, Sven",,"=""3499631814""","=""9783499631818""",1,2.92,Rowohlt Taschenbuch Verlag,Paperback,288,2016,2016,2020/10/02,2020/09/30,"2020, audiobook","2020 (#44), audiobook (#155)",read,"Wenig Neues, viel nobrainer wie rauchen + Übergewicht + Bewegungsmangel ist nicht gut, ach ne wirklich? Viele Einzelfälle um Argumentationen zu stützen und/oder Seiten zu füllen. Der Autor kann angeblich 60 einhändige Klimmzüge am Stück nach wenigen Wochen Training.  Bezweifel ich mal, aber es ist auch unerheblich, genauso dass er einen schwarzen Gürtel in Karate bei Trainer XY hat. ",,,1,,,0,,,,,
1468861,Mittelmäßiges Heimweh,Wilhelm Genazino,"Genazino, Wilhelm",,"=""3446208186""","=""9783446208186""",1,3.55,Hanser,Hardcover,188,2007,2007,2020/10/01,2020/09/27,"2020, book","2020 (#42), book (#220)",read,"""Ein mittelmäßige Geschichte"" wäre ein immer noch zu wohlwollender Titel für diesen Mist.<br/>Die ersten zehn, vielleicht 20 Seiten trägt die Geschichte dass der Protagonist sein Ohr verliert und es in der Kneipe liegen lässt. Aus dem später verlorenen Zeh oder seinem Traum am Ende der Story aber surreale Züge zu unterstellen ist absolut lächerlich. Die Geschichte hat keinen Spannungsbogen und seine ach so tollen Beobachten sind pures Mittelmaß.",,,1,,,0,,,,,
48725544,Allegro Pastell,Leif Randt,"Randt, Leif",,"=""3462053582""","=""9783462053586""",4,3.69,Kiepenheuer & Witsch,Hardcover,279,2020,2020,2020/09/26,2020/09/18,"2020, audiobook, audible","2020 (#41), audiobook (#153), audible (#79)",read,So clever und reflektiert,,,1,,,0,,,,,
12452680,How to Archer: The Ultimate Guide to Espionage and Style and Women and Also Cocktails Ever Written,Sterling Archer,"Archer, Sterling",,"=""0062066315""","=""9780062066312""",2,3.88,It Books,Paperback,164,2012,2012,2020/09/25,2020/07/11,"2020, book, english","2020 (#34), book (#217), english (#35)",read,Baut schneller ab als die Serie.,,,1,,,0,,,,,
17374730,"Passen die Schuhe, vergisst man die Füße: Die Zeit-Online-Kolumnen",Selim Özdogan,"Özdogan, Selim",,"=""3941639072""","=""9783941639072""",4,3.50,Asphalt & Anders,Paperback,173,2012,2012,2020/09/23,2013/06/17,"book, 2013, 2020, erneut-gelesen","book (#52), 2013 (#7), 2020 (#40), erneut-gelesen (#15)",read,Schöne kurzweilige Geschichte über alle erdenklichen Themen. So mag ich Selim am liebsten.<br/>Schade nur das man die Geschichten alle so schnelle wieder vergisst. :/<br/><br/>Sieben Jahre später erneut gelesen und tatsächlich empfand ich fast alle Geschichten als neu. Zeitlose gute Unterhaltung.,,,2,,,0,,,,,
55008068,Die Dame mit der bemalten Hand,Christine Wunnicke,"Wunnicke, Christine",,"=""""","=""9783946334767""",0,3.39,Berenberg Verlag,Hardcover,168,2020,,,2020/09/22,to-read,to-read (#820),to-read,,,,0,,,0,,,,,
1331675,Ein Regenschirm für diesen Tag,Wilhelm Genazino,"Genazino, Wilhelm",,"=""3423130725""","=""9783423130721""",0,3.76,Deutscher Taschenbuch Verlag,Paperback,174,2003,2001,,2020/09/20,to-read,to-read (#819),to-read,,,,0,,,0,,,,,
10299138,Die Absolut Ehrlichen Und Völlig Schamlosen Bekenntnisse Eines Professionellen Reiseführer Autors,Thomas Kohnstamm,"Kohnstamm, Thomas",,"=""3890297544""","=""9783890297545""",0,3.20,Malik,,304,2009,2008,,2020/09/20,to-read,to-read (#818),to-read,,,,0,,,0,,,,,
12042357,Think Stats,Allen B. Downey,"Downey, Allen B.",,"=""1449307116""","=""9781449307110""",0,3.62,O'Reilly Media,Paperback,138,2011,2011,,2020/09/18,to-read,to-read (#817),to-read,,,,0,,,0,,,,,
14514306,Think Python,Allen B. Downey,"Downey, Allen B.",,"=""144933072X""","=""9781449330729""",0,4.13,O'Reilly Media,Paperback,300,2012,2002,,2020/09/18,to-read,to-read (#816),to-read,,,,0,,,0,,,,,
108784,Someone I Loved (Je l'aimais),Anna Gavalda,"Gavalda, Anna",Catherine Evans,"=""1594480419""","=""9781594480416""",0,3.52,Riverhead Books,Paperback,325,2005,2002,,2020/09/18,to-read,to-read (#815),to-read,,,,0,,,0,,,,,
47776,I Wish Someone Were Waiting for Me Somewhere,Anna Gavalda,"Gavalda, Anna",Karen L. Marker,"=""1573223557""","=""9781573223553""",0,3.52,Riverhead Books,Paperback,193,2003,1999,,2020/09/18,to-read,to-read (#814),to-read,,,,0,,,0,,,,,
47780,Hunting and Gathering,Anna Gavalda,"Gavalda, Anna",Alison Anderson,"=""159448144X""","=""9781594481444""",0,4.11,Riverhead Books,Paperback,488,2007,2004,,2020/09/18,to-read,to-read (#813),to-read,,,,0,,,0,,,,,
17403555,"Wann wird es endlich wieder so, wie es nie war",Joachim Meyerhoff,"Meyerhoff, Joachim",,"=""3462045164""","=""9783462045161""",0,4.01,Kiepenheuer & Witsch,Hardcover,352,2013,2013,,2020/09/17,to-read,to-read (#812),to-read,,,,0,,,0,,,,,
51901147,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",3,3.82,Scholastic Press,Kindle Edition,439,2020,2020,2020/09/17,2020/07/12,"2020, audiobook","2020 (#36), audiobook (#151)",read,"Als riesen Fan der Panem Trilogie war das Prequel natürlich Pflicht.<br/><br/>Die ersten beiden Akte waren überragend und ich war wieder angefixt. Begeistert von den Figuren und Collings Art die Geschichte aufzubauen. <br/><br/>Der dritte Abschnitt, allerdings war so langatmig und Coriolanus Snow abrupter Sinnes bzw. Charakterwandel viel zu schnell und gravierend. Seine dauernde Eifersucht, Paranoia und am Ende sein opportunes Verhalten schwer zu ertragen.<br/><br/>Als Prequel hätte ich mehr zum Krieg oder den Entwicklungen zu den ""aktuellen"" Spielen erwartet, auch wenn hier schon viel Zeit für kam.<br/><br/>",,,1,,,0,,,,,
12569,Revenge of the Lawn / The Abortion / So the Wind Won't Blow it All Away,Richard Brautigan,"Brautigan, Richard",,"=""0395706742""","=""9780395706749""",0,4.29,Mariner Books,Paperback,544,1995,1979,,2020/09/15,to-read,to-read (#811),to-read,,,,0,,,0,,,,,
117336,The Pill vs. the Springhill Mine Disaster,Richard Brautigan,"Brautigan, Richard",,"=""0224619330""","=""9780224619332""",0,4.08,,Paperback,108,1970,1968,,2020/09/15,to-read,to-read (#810),to-read,,,,0,,,0,,,,,
379499,Sombrero Fallout,Richard Brautigan,"Brautigan, Richard",,"=""0099391104""","=""9780099391104""",0,4.08,,,187,,1976,,2020/09/15,to-read,to-read (#809),to-read,,,,0,,,0,,,,,
1131032,Dreaming of Babylon,Richard Brautigan,"Brautigan, Richard",,"=""0440021464""","=""9780440021469""",0,3.80,Delacorte Press/Seymour Lawrence (NY),Hardcover,236,1977,1977,,2020/09/15,to-read,to-read (#808),to-read,,,,0,,,0,,,,,
62220,So the Wind Won't Blow It All Away,Richard Brautigan,"Brautigan, Richard",,"=""0385292872""","=""9780385292870""",0,4.05,Doubleday,Paperback,144,1984,1982,,2020/09/15,to-read,to-read (#807),to-read,,,,0,,,0,,,,,
115207,Revenge of the Lawn: Stories 1962-1970,Richard Brautigan,"Brautigan, Richard",Gordon Legge,"=""0862417236""","=""9780862417239""",0,4.10,Rebel Pr,Paperback,174,1971,1971,,2020/09/15,to-read,to-read (#805),to-read,,,,0,,,0,,,,,
99121,A Confederate General from Big Sur,Richard Brautigan,"Brautigan, Richard",,"=""039417271X""","=""9780394172712""",0,4.01,Grove Press,Paperback,159,1968,1964,,2020/09/15,to-read,to-read (#806),to-read,,,,0,,,0,,,,,
302666,The Hawkline Monster,Richard Brautigan,"Brautigan, Richard",,"=""0671221566""","=""9780671221560""",0,3.88,Touchstone,Paperback,216,1975,1974,,2020/09/15,to-read,to-read (#804),to-read,,,,0,,,0,,,,,
160588,The Abortion,Richard Brautigan,"Brautigan, Richard",,"=""0224007793""","=""9780224007795""",0,3.98,Vintage/Ebury (Random House Group),Hardcover,226,1973,1971,,2020/09/15,to-read,to-read (#803),to-read,,,,0,,,0,,,,,
12568,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan,"Brautigan, Richard",,"=""0395500761""","=""9780395500767""",0,4.15,Houghton Mifflin/Seymour Lawrence,Paperback,400,1989,1967,,2020/09/15,to-read,to-read (#802),to-read,,,,0,,,0,,,,,
63913,Trout Fishing in America,Richard Brautigan,"Brautigan, Richard",,"=""""","=""""",0,3.77,Delta,Paperback,112,1967,1967,,2020/09/15,to-read,to-read (#801),to-read,,,,0,,,0,,,,,
46182,In Watermelon Sugar,Richard Brautigan,"Brautigan, Richard",,"=""0099437597""","=""9780099437598""",0,3.88,Vintage Classics,Paperback,144,2002,1968,,2020/09/15,to-read,to-read (#800),to-read,,,,0,,,0,,,,,
44024253,Eure Heimat ist unser Albtraum,Fatma Aydemir,"Aydemir, Fatma","Hengameh Yaghoobifarah, Simone Dede Ayivi, Max Czollek, Olga Grjasnowa, Enrico Ippolito, Sharon Dodua Otoo, Reyhan Şahin, Sasha Marianna Salzmann, Mithu Sanyal, Nadia Shehadeh, Margarete Stokowski, Deniz Utlu, Vina Yun","=""3961010366""","=""9783961010363""",0,4.56,Ullstein fünf,Hardcover,202,2019,2019,,2020/08/30,to-read,to-read (#799),to-read,,,,0,,,0,,,,,
49016170,Grenzwerte,Max Czollek,"Czollek, Max",,"=""3945832349""","=""9783945832349""",0,3.79,Verlagshaus Berlin,Paperback,116,2019,,,2020/08/30,to-read,to-read (#798),to-read,,,,0,,,0,,,,,
26162763,Jubeljahre,Max Czollek,"Czollek, Max",,"=""3945832004""","=""9783945832004""",0,3.00,Verlagshaus Berlin,Paperback,80,2015,,,2020/08/30,to-read,to-read (#797),to-read,,,,0,,,0,,,,,
53216485,Gegenwartsbewältigung,Max Czollek,"Czollek, Max",,"=""""","=""9783446267725""",0,4.35,Hanser Verlag,Hardcover,208,2020,2020,,2020/08/30,to-read,to-read (#796),to-read,,,,0,,,0,,,,,
41212411,Desintegriert euch!,Max Czollek,"Czollek, Max",,"=""3446260277""","=""9783446260276""",0,4.37,Hanser Verlag,Hardcover,208,2018,2018,,2020/08/30,to-read,to-read (#795),to-read,,,,0,,,0,,,,,
3450744,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"Thaler, Richard H.",Cass R. Sunstein,"=""014311526X""","=""9780143115267""",0,3.82,Penguin Books,Paperback,260,2009,2008,,2020/08/24,to-read,to-read (#794),to-read,,,,0,,,0,,,,,
281655,"Silentium! (Brenner, #4)",Wolf Haas,"Haas, Wolf",,"=""3499228300""","=""9783499228308""",3,4.05,Rowohlt Taschenbuch Verlag,Paperback,223,2000,1999,2020/08/24,2020/04/02,"2020, book","2020 (#38), book (#219)",read,Brenner zieh es ins katholische Jungsinternat.,,,1,,,0,,,,,
11067230,Über Das Schreiben,Sol Stein,"Stein, Sol",Waltraud Götting,"=""3861509083""","=""9783861509080""",0,4.27,Buch 2000,,458,,1995,,2020/08/23,to-read,to-read (#793),to-read,,,,0,,,0,,,,,
41969739,Über das Schreiben: Briefe an meine Weggefährten und Gönner,Charles Bukowski,"Bukowski, Charles","Abel Debritto, Marcus Ingendaay","=""3462049186""","=""9783462049183""",0,3.00,Kiepenheuer & Witsch GmbH,Hardcover,,2017,,,2020/08/23,to-read,to-read (#792),to-read,,,,0,,,0,,,,,
16126866,"Ich weiß, ich war's",Christoph Schlingensief,"Schlingensief, Christoph",Aino Laberenz,"=""3462042424""","=""9783462042429""",0,4.21,Kiepenheuer & Witsch,Hardcover,286,2012,2012,,2020/08/21,to-read,to-read (#791),to-read,,,,0,,,0,,,,,
6459315,So schön wie hier kanns im Himmel gar nicht sein!: Tagebuch einer Krebserkrankung,Christoph Schlingensief,"Schlingensief, Christoph",,"=""3462041118""","=""9783462041118""",0,3.79,Kiepenheuer & Witsch,Hardcover,254,2009,2009,,2020/08/21,to-read,to-read (#790),to-read,,,,0,,,0,,,,,
54865664,Rotkäppchen raucht auf dem Balkon: ... und andere Familiengeschichten,Wladimir Kaminer,"Kaminer, Wladimir",,"=""""","=""""",4,3.47,,Kindle Edition,208,2020,,2020/08/21,2020/08/21,"2020, audiobook","2020 (#39), audiobook (#152)",read,Lustiger Akzent beim vorlesen und unterhaltsame Geschichten aus dem Alltag seiner Familie,,,1,,,0,,,,,
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",0,3.97,Signet Classics,Mass Market Paperback,141,1996,1945,,2020/08/21,to-read,to-read (#789),to-read,,,,0,,,0,,,,,
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",0,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2020/08/21,to-read,to-read (#788),to-read,,,,0,,,0,,,,,
40916679,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,"=""1405293187""","=""9781405293181""",0,4.36,Electric Monkey,Paperback,433,2019,2019,,2020/08/21,to-read,to-read (#787),to-read,,,,0,,,0,,,,,
991197,"The Complete Persepolis (Persepolis, #1-4)",Marjane Satrapi,"Satrapi, Marjane","Mattias Ripa, Blake Ferris, Anjali Singh","=""0375714839""","=""9780375714832""",0,4.34,Pantheon Books,Paperback,341,2007,2003,,2020/08/21,to-read,to-read (#786),to-read,,,,0,,,0,,,,,
626080,"Making the Cut: The 30-Day Diet and Fitness Plan for the Strongest, Sexiest You",Jillian Michaels,"Michaels, Jillian",,"=""0307382508""","=""9780307382504""",0,3.70,Harmony,Hardcover,288,2007,2007,,2020/08/18,to-read,to-read (#785),to-read,,,,0,,,0,,,,,
1491250,"Komm, süßer Tod (Brenner, #3)",Wolf Haas,"Haas, Wolf",,"=""3499228149""","=""9783499228148""",4,4.03,Rowohlt Taschenbuch Verlag,Paperback,223,2000,1998,2020/08/18,2020/04/02,"2020, book","2020 (#37), book (#218)",read,"Bisher der Beste Brenner Teil. Vielleicht hab ich mich an die Mundart gewöhnt, vielleicht hat er weniger verwendet. So oder so ist die Story gut und trägt durchs komplette Buch.",,,1,,,0,,,,,
1465890,Bekenntnisse eines Economic Hit Man,John Perkins,"Perkins, John",,"=""3570500667""","=""9783570500668""",0,3.86,Riemann I.Bertelsmann Vlg,Paperback,,2005,2004,,2020/08/12,to-read,to-read (#784),to-read,,,,0,,,0,,,,,
40389527,The Woman in the Window,A.J. Finn,"Finn, A.J.",,"=""""","=""""",0,3.95,William Morrow,Kindle Edition,455,2018,2018,,2020/08/06,to-read,to-read (#783),to-read,,,,0,,,0,,,,,
